Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Tieleman L.,Ferrero J.C.,Ferrero J.C.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Tillstrom M.,Sampras P.,Sampras P.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Vanek J.,Bjorkman J.,Bjorkman J.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Vinciguerra A.,Paes L.,Vinciguerra A.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Woodbridge T.,Zabaleta M.,Zabaleta M.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,2nd Round,5,Woodruff C.,Sekulov J.,Woodruff C.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Agassi A.,Zabaleta M.,Agassi A.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Bjorkman J.,Norman M.,Norman M.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Clement A.,Federer R.,Clement A.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,El Aynaoui Y.,Ferrero J.C.,El Aynaoui Y.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Ferreira W.,Clavet F.,Ferreira W.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Fromberg R.,Woodruff C.,Woodruff C.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Grosjean S.,Henman T.,Henman T.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Voinea A.,Hewitt L.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Kiefer N.,Alami K.,Kiefer N.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Koubek S.,Kafelnikov Y.,Kafelnikov Y.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Mirnyi M.,Rochus C.,Rochus C.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Philippoussis M.,Ilie A.,Philippoussis M.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Sampras P.,Black W.,Sampras P.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Squillari F.,Dosedel S.,Dosedel S.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Vicente F.,Arazi H.,Arazi H.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,3rd Round,5,Vinciguerra A.,Escude N.,Escude N.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Philippoussis M.,Agassi A.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,El Aynaoui Y.,Clement A.,El Aynaoui Y.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Escude N.,Arazi H.,Arazi H.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Henman T.,Woodruff C.,Woodruff C.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Hewitt L.,Norman M.,Norman M.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Kiefer N.,Ferreira W.,Kiefer N.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Rochus C.,Kafelnikov Y.,Kafelnikov Y.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,4th Round,5,Sampras P.,Dosedel S.,Sampras P.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,Agassi A.,Arazi H.,Agassi A.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,El Aynaoui Y.,Kafelnikov Y.,Kafelnikov Y.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,Norman M.,Kiefer N.,Norman M.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Quarterfinals,5,Woodruff C.,Sampras P.,Sampras P.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Semifinals,5,Agassi A.,Sampras P.,Agassi A.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,Semifinals,5,Norman M.,Kafelnikov Y.,Kafelnikov Y.
Australian Open,2000-01-17,Grand Slam,Outdoor,Hard,The Final,5,Agassi A.,Kafelnikov Y.,Agassi A.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Arazi H.,Schuettler R.,Arazi H.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Berasategui A.,Costa A.,Costa A.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Blanco G.,Schalken S.,Blanco G.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Burgsmuller L.,Kiefer N.,Kiefer N.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Damm M.,Ferrero J.C.,Ferrero J.C.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Ilie A.,El Aynaoui Y.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Golmard J.,Clavet F.,Golmard J.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Gross O.,Lapentti N.,Lapentti N.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Koubek S.,Marin J.A.,Koubek S.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Mantilla F.,Black B.,Mantilla F.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Norman M.,Alami K.,Alami K.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Novak J.,Alvarez E.,Novak J.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Prinosil D.,Pavel A.,Pavel A.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Tarango J.,Martin A.,Martin A.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Vacek D.,Black W.,Black W.
Dubai Open,2000-02-07,International,Outdoor,Hard,1st Round,3,Vicente F.,Paes L.,Vicente F.
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Black W.,Mantilla F.,Mantilla F.
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Blanco G.,El Aynaoui Y.,El Aynaoui Y.
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Costa A.,Koubek S.,Costa A.
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Lapentti N.,Ferrero J.C.
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Kiefer N.,Martin A.,Kiefer N.
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Novak J.,Arazi H.,Novak J.
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Pavel A.,Golmard J.,Golmard J.
Dubai Open,2000-02-07,International,Outdoor,Hard,2nd Round,3,Vicente F.,Alami K.,Alami K.
Dubai Open,2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Costa A.,El Aynaoui Y.,Costa A.
Dubai Open,2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Kiefer N.,Golmard J.,Kiefer N.
Dubai Open,2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Mantilla F.,Ferrero J.C.,Ferrero J.C.
Dubai Open,2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Novak J.,Alami K.,Alami K.
Dubai Open,2000-02-07,International,Outdoor,Hard,Semifinals,3,Alami K.,Ferrero J.C.,Ferrero J.C.
Dubai Open,2000-02-07,International,Outdoor,Hard,Semifinals,3,Kiefer N.,Costa A.,Kiefer N.
Dubai Open,2000-02-07,International,Outdoor,Hard,The Final,3,Ferrero J.C.,Kiefer N.,Kiefer N.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Arthurs W.,Rosset M.,Rosset M.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Bastl G.,Johansson T.,Johansson T.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Bjorkman J.,Diaz J.,Diaz J.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Clement A.,Pretzsch A.,Clement A.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Dupuis A.,Federer R.,Federer R.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Enqvist T.,Portas A.,Enqvist T.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Grosjean S.,di Pasquale A.,Grosjean S.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Hrbaty D.,Kroslak J.,Kroslak J.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Ivanisevic G.,Saulnier C.,Ivanisevic G.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Kafelnikov Y.,Pozzi G.,Kafelnikov Y.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Ljubicic I.,Voinea A.,Ljubicic I.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Raoux G.,Siemerink J.,Siemerink J.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Santoro F.,Wessels P.,Santoro F.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Stanoytchev O.,Guardiola T.,Guardiola T.
Marseille Open,2000-02-07,International,Indoor,Hard,1st Round,3,Vinciguerra A.,Safin M.,Vinciguerra A.
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Grosjean S.,Roux L.,Grosjean S.
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Ivanisevic G.,Enqvist T.,Ivanisevic G.
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Johansson T.,Federer R.,Federer R.
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Kafelnikov Y.,Ljubicic I.,Ljubicic I.
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Kroslak J.,Guardiola T.,Guardiola T.
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Rosset M.,Clement A.,Rosset M.
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Siemerink J.,Santoro F.,Santoro F.
Marseille Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Vinciguerra A.,Diaz J.,Vinciguerra A.
Marseille Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Grosjean S.,Vinciguerra A.,Grosjean S.
Marseille Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Ivanisevic G.,Rosset M.,Rosset M.
Marseille Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Ljubicic I.,Federer R.,Federer R.
Marseille Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Santoro F.,Guardiola T.,Santoro F.
Marseille Open,2000-02-07,International,Indoor,Hard,Semifinals,3,Rosset M.,Grosjean S.,Rosset M.
Marseille Open,2000-02-07,International,Indoor,Hard,Semifinals,3,Santoro F.,Federer R.,Federer R.
Marseille Open,2000-02-07,International,Indoor,Hard,The Final,3,Federer R.,Rosset M.,Rosset M.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Agenor R.,King P.,Agenor R.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Blake J.,Goldstein P.,Goldstein P.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Canas G.,Philippoussis M.,Philippoussis M.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Courier J.,Taino E.,Courier J.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Fromberg R.,Malisse X.,Malisse X.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Gimelstob J.,Gambill J.M.,Gimelstob J.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Gumy H.,Woodbridge T.,Gumy H.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Liukko V.,Tieleman L.,Liukko V.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Mamiit C.,Alonso J.,Mamiit C.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Massu N.,Zib T.,Zib T.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Rodriguez M.,Larsson M.,Larsson M.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Salzenstein J.,Ferreira W.,Ferreira W.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Sargsian S.,van Lottum J.,Sargsian S.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Squillari F.,Tillstrom M.,Tillstrom M.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Srichaphan P.,Chang M.,Chang M.
Sybase Open,2000-02-07,International,Indoor,Hard,1st Round,3,Woodforde M.,Humphries S.,Woodforde M.
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Chang M.,Mamiit C.,Chang M.
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Ferreira W.,Liukko V.,Ferreira W.
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Goldstein P.,Malisse X.,Goldstein P.
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Gumy H.,Courier J.,Courier J.
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Philippoussis M.,Agenor R.,Philippoussis M.
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Sargsian S.,Tillstrom M.,Tillstrom M.
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Woodforde M.,Larsson M.,Larsson M.
Sybase Open,2000-02-07,International,Indoor,Hard,2nd Round,3,Zib T.,Gimelstob J.,Gimelstob J.
Sybase Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Chang M.,Tillstrom M.,Tillstrom M.
Sybase Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Courier J.,Goldstein P.,Courier J.
Sybase Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Larsson M.,Ferreira W.,Ferreira W.
Sybase Open,2000-02-07,International,Indoor,Hard,Quarterfinals,3,Philippoussis M.,Gimelstob J.,Philippoussis M.
Sybase Open,2000-02-07,International,Indoor,Hard,Semifinals,3,Ferreira W.,Tillstrom M.,Tillstrom M.
Sybase Open,2000-02-07,International,Indoor,Hard,Semifinals,3,Philippoussis M.,Courier J.,Philippoussis M.
Sybase Open,2000-02-07,International,Indoor,Hard,The Final,3,Philippoussis M.,Tillstrom M.,Philippoussis M.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Dewulf F.,Ivanisevic G.,Dewulf F.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Enqvist T.,Siemerink J.,Siemerink J.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Golmard J.,Zabaleta M.,Golmard J.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Henman T.,Martin A.,Henman T.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Johansson T.,Novak J.,Novak J.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Kafelnikov Y.,Kulti N.,Kafelnikov Y.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Kucera K.,Rusedski G.,Rusedski G.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Lapentti N.,Bjorkman J.,Bjorkman J.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Medvedev A.,Grosjean S.,Grosjean S.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Norman M.,Schalken S.,Norman M.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Pioline C.,Voinea A.,Pioline C.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Prinosil D.,Escude N.,Escude N.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Safin M.,Hrbaty D.,Hrbaty D.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Santoro F.,Alami K.,Santoro F.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Vacek D.,Kiefer N.,Kiefer N.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Wessels P.,Pavel A.,Wessels P.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Bjorkman J.,Hrbaty D.,Hrbaty D.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Grosjean S.,Pioline C.,Pioline C.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Henman T.,Santoro F.,Henman T.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Kafelnikov Y.,Escude N.,Kafelnikov Y.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Norman M.,Wessels P.,Norman M.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Novak J.,Kiefer N.,Kiefer N.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Rusedski G.,Dewulf F.,Rusedski G.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Siemerink J.,Golmard J.,Golmard J.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Henman T.,Hrbaty D.,Henman T.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Norman M.,Golmard J.,Golmard J.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Pioline C.,Kiefer N.,Pioline C.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Rusedski G.,Kafelnikov Y.,Kafelnikov Y.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,Semifinals,3,Kafelnikov Y.,Henman T.,Henman T.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,Semifinals,3,Pioline C.,Golmard J.,Pioline C.
ABN AMRO World Tennis Tournament,2000-02-14,International Gold,Indoor,Hard,The Final,3,Henman T.,Pioline C.,Pioline C.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Agenor R.,Sa A.,Sa A.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Alonso J.,Woodforde M.,Woodforde M.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Behrend T.,Popp A.,Popp A.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Dupuis A.,Sanguinetti D.,Sanguinetti D.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Goldstein P.,Reneberg R.,Reneberg R.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Jensen L.,Mamiit C.,Mamiit C.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Lareau S.,Stanoytchev O.,Stanoytchev O.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,MacPhie B.,Manta L.,MacPhie B.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Massu N.,Etlis G.,Massu N.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Pretzsch A.,Knowles M.,Pretzsch A.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Rodriguez M.,Gimelstob J.,Rodriguez M.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Salzenstein J.,Jonsson F.,Salzenstein J.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Sekulov J.,Levy H.,Levy H.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Srichaphan P.,Caratti C.,Srichaphan P.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Tieleman L.,Bryan B.,Tieleman L.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,1st Round,3,Zib T.,Hantschk M.,Zib T.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Chang M.,Pretzsch A.,Chang M.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Fromberg R.,Sanguinetti D.,Fromberg R.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Gumy H.,Massu N.,Gumy H.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Larsson M.,Zib T.,Larsson M.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Mirnyi M.,Mamiit C.,Mamiit C.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Philippoussis M.,MacPhie B.,Philippoussis M.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Popp A.,Ferreira W.,Ferreira W.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Reneberg R.,Tillstrom M.,Tillstrom M.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Rodriguez M.,Black B.,Black B.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Salzenstein J.,Haas T.,Haas T.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Sargsian S.,Levy H.,Sargsian S.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Spadea V.,Sa A.,Sa A.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Srichaphan P.,Schuettler R.,Schuettler R.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Stanoytchev O.,Gambill J.M.,Gambill J.M.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Tieleman L.,Courier J.,Tieleman L.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Woodruff C.,Woodforde M.,Woodruff C.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Chang M.,Gumy H.,Chang M.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Fromberg R.,Sa A.,Sa A.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Gambill J.M.,Schuettler R.,Schuettler R.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Haas T.,Tillstrom M.,Haas T.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Mamiit C.,Ferreira W.,Ferreira W.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Sargsian S.,Tieleman L.,Sargsian S.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Woodruff C.,Black B.,Black B.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Black B.,Chang M.,Black B.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Ferreira W.,Haas T.,Haas T.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Larsson M.,Schuettler R.,Larsson M.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Sargsian S.,Sa A.,Sa A.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,Semifinals,3,Black B.,Haas T.,Black B.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,Semifinals,3,Sa A.,Larsson M.,Larsson M.
Kroger St. Jude,2000-02-14,International Gold,Indoor,Hard,The Final,3,Larsson M.,Black B.,Larsson M.
