Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner
Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Stepanek R.,Ginepri R.,Ginepri R.
Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Vicente F.,Nieminen J.,Nieminen J.
Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Youzhny A.,Calleri A.,Youzhny A.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,1st Round,3,Arthurs W.,Nalbandian D.,Nalbandian D.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,1st Round,3,Kuerten G.,Zabaleta M.,Zabaleta M.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,1st Round,3,Roddick A.,Verdasco F.,Roddick A.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Arazi H.,Mathieu P.H.,Arazi H.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Chela J.I.,Gonzalez F.,Chela J.I.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,El Aynaoui Y.,Zabaleta M.,Zabaleta M.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Enqvist T.,Mirnyi M.,Mirnyi M.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Gaudio G.,Ferrero J.C.,Gaudio G.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Lopez F.,Martin T.,Martin T.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Nalbandian D.,Federer R.,Nalbandian D.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Nieminen J.,Schuettler R.,Schuettler R.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Okun N.,Ginepri R.,Ginepri R.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Roddick A.,Ljubicic I.,Roddick A.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Saretta F.,Santoro F.,Saretta F.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Schalken S.,Blake J.,Blake J.
Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Youzhny A.,Moodie W.,Youzhny A.
Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,2nd Round,3,Clement A.,Rusedski G.,Clement A.
Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,2nd Round,3,Malisse X.,Fish M.,Fish M.
Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,3rd Round,3,Arazi H.,Mirnyi M.,Mirnyi M.
Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,3rd Round,3,Clement A.,Fish M.,Fish M.
Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,3rd Round,3,Ginepri R.,Gaudio G.,Ginepri R.
Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,3rd Round,3,Nalbandian D.,Chela J.I.,Nalbandian D.
Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,3rd Round,3,Schuettler R.,Martin T.,Schuettler R.
Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,3rd Round,3,Youzhny A.,Coria G.,Coria G.
Western & Southern Financial Group Masters,2003-08-15,Masters,Outdoor,Hard,3rd Round,3,Roddick A.,Blake J.,Roddick A.
Western & Southern Financial Group Masters,2003-08-15,Masters,Outdoor,Hard,3rd Round,3,Saretta F.,Zabaleta M.,Zabaleta M.
Western & Southern Financial Group Masters,2003-08-15,Masters,Outdoor,Hard,Quarterfinals,3,Coria G.,Mirnyi M.,Mirnyi M.
Western & Southern Financial Group Masters,2003-08-15,Masters,Outdoor,Hard,Quarterfinals,3,Roddick A.,Zabaleta M.,Roddick A.
Western & Southern Financial Group Masters,2003-08-16,Masters,Outdoor,Hard,Quarterfinals,3,Fish M.,Nalbandian D.,Fish M.
Western & Southern Financial Group Masters,2003-08-16,Masters,Outdoor,Hard,Quarterfinals,3,Ginepri R.,Schuettler R.,Schuettler R.
Western & Southern Financial Group Masters,2003-08-16,Masters,Outdoor,Hard,Semifinals,3,Mirnyi M.,Roddick A.,Roddick A.
Western & Southern Financial Group Masters,2003-08-17,Masters,Outdoor,Hard,Semifinals,3,Fish M.,Schuettler R.,Fish M.
Western & Southern Financial Group Masters,2003-08-17,Masters,Outdoor,Hard,The Final,3,Fish M.,Roddick A.,Roddick A.
TD Waterhouse Cup,2003-08-18,International,Outdoor,Hard,1st Round,3,Kiefer N.,Mathieu P.H.,Kiefer N.
TD Waterhouse Cup,2003-08-18,International,Outdoor,Hard,1st Round,3,Verdasco F.,El Aynaoui Y.,El Aynaoui Y.
TD Waterhouse Cup,2003-08-19,International,Outdoor,Hard,1st Round,3,Acasuso J.,Robredo T.,Robredo T.
TD Waterhouse Cup,2003-08-19,International,Outdoor,Hard,1st Round,3,Beck K.,Sanchez D.,Beck K.
TD Waterhouse Cup,2003-08-19,International,Outdoor,Hard,1st Round,3,Hrbaty D.,Kuerten G.,Kuerten G.
TD Waterhouse Cup,2003-08-19,International,Outdoor,Hard,1st Round,3,Rochus O.,Vicente F.,Rochus O.
TD Waterhouse Cup,2003-08-19,International,Outdoor,Hard,1st Round,3,de Voest R.,Chang M.,de Voest R.
TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,1st Round,3,Blake J.,Bjorkman J.,Blake J.
TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,1st Round,3,Chela J.I.,Gonzalez F.,Chela J.I.
TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,1st Round,3,Clement A.,Morrison J.,Morrison J.
TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,1st Round,3,Corretja A.,Sargsian S.,Sargsian S.
TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,1st Round,3,Gambill J.M.,Calleri A.,Calleri A.
TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,1st Round,3,Mantilla F.,Youzhny M.,Youzhny M.
TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Davydenko N.,Srichaphan P.
TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,2nd Round,3,Beck K.,Kuerten G.,Kuerten G.
TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,2nd Round,3,Nieminen J.,Calleri A.,Nieminen J.
TD Waterhouse Cup,2003-08-21,International,Outdoor,Hard,2nd Round,3,Blake J.,Robredo T.,Blake J.
TD Waterhouse Cup,2003-08-21,International,Outdoor,Hard,2nd Round,3,Kiefer N.,Saretta F.,Kiefer N.
TD Waterhouse Cup,2003-08-21,International,Outdoor,Hard,2nd Round,3,Rochus O.,Chela J.I.,Chela J.I.
TD Waterhouse Cup,2003-08-21,International,Outdoor,Hard,2nd Round,3,Youzhny M.,Morrison J.,Morrison J.
TD Waterhouse Cup,2003-08-22,International,Outdoor,Hard,2nd Round,3,Srichaphan P.,Sargsian S.,Srichaphan P.
TD Waterhouse Cup,2003-08-22,International,Outdoor,Hard,Quarterfinals,3,Morrison J.,Srichaphan P.,Srichaphan P.
TD Waterhouse Cup,2003-08-23,International,Outdoor,Hard,Quarterfinals,3,El Aynaoui Y.,Kuerten G.,El Aynaoui Y.
TD Waterhouse Cup,2003-08-23,International,Outdoor,Hard,Quarterfinals,3,Nieminen J.,Blake J.,Blake J.
TD Waterhouse Cup,2003-08-23,International,Outdoor,Hard,Semifinals,3,Srichaphan P.,Kiefer N.,Srichaphan P.
TD Waterhouse Cup,2003-08-24,International,Outdoor,Hard,Semifinals,3,El Aynaoui Y.,Blake J.,Blake J.
TD Waterhouse Cup,2003-08-24,International,Outdoor,Hard,The Final,3,Srichaphan P.,Blake J.,Srichaphan P.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Abel M.,Ulihrach B.,Ulihrach B.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Baker B.,Melzer J.,Melzer J.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Behrend T.,Berdych T.,Berdych T.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Bjorkman J.,Volandri F.,Bjorkman J.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Carlsen K.,Morrison J.,Carlsen K.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Carraz G.,Rusedski G.,Carraz G.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Mirnyi M.,Davydenko N.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Johansson J.,Fish M.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Ginepri R.,Ferrer D.,Ginepri R.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Delgado R.,Delgado R.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Galimberti G.,Koubek S.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Kucera K.,Popp A.,Kucera K.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Miranda I.,Ferreira W.,Ferreira W.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Ramirez-Hidalgo R.,Sanguinetti D.,Sanguinetti D.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Vacek J.,Ferrero J.C.,Ferrero J.C.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Vahaly B.,Clement A.,Clement A.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Robredo T.,Verdasco F.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Vinciguerra A.,Kendrick R.,Vinciguerra A.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Voltchkov V.,Lee H.T.,Lee H.T.
US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Yim R.,Martin T.,Martin T.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Benneteau J.,Santoro F.,Santoro F.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Boutter J.,Schalken S.,Schalken S.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Burgsmuller L.,Horna L.,Burgsmuller L.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Calleri A.,Eschauer W.,Calleri A.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Chang M.,Gonzalez F.,Gonzalez F.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Corretja A.,Agassi A.,Agassi A.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Dent T.,Soderling R.,Dent T.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Gimelstob J.,Hrbaty D.,Hrbaty D.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Hanescu V.,Hewitt L.,Hewitt L.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Vliegen K.,Kafelnikov Y.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Karanusic R.,Chela J.I.,Chela J.I.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Mantilla F.,Karlovic I.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Beck K.,Lapentti N.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Martin A.,Mutis O.,Martin A.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Mathieu P.H.,Ljubicic I.,Ljubicic I.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Puerta M.,Coria G.,Coria G.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Rochus O.,Malisse X.,Malisse X.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Arthurs W.,Schuettler R.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Sluiter R.,Costa A.,Costa A.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Spadea V.,Saretta F.,Saretta F.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Saulnier C.,Srichaphan P.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Lopez F.,Stepanek R.
US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,van Lottum J.,Rochus C.,van Lottum J.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Ancic M.,Novak J.,Novak J.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Kim A.,El Aynaoui Y.,El Aynaoui Y.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Nalbandian D.,Nalbandian D.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Lisnard J.R.,Norman M.,Lisnard J.R.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Massu N.,Gaudio G.,Massu N.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Montanes A.,Moodie W.,Moodie W.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Draper S.,Moya C.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Vicente F.,Nadal R.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Mahut N.,Nieminen J.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Philippoussis M.,Tipsarevic J.,Philippoussis M.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Portas A.,Enqvist T.,Enqvist T.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Henman T.,Roddick A.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Salzenstein J.,Arazi H.,Arazi H.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Sanchez D.,Gambill J.M.,Gambill J.M.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Tursunov D.,Kuerten G.,Tursunov D.
US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Dupuis A.,Dupuis A.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,1st Round,5,Sargsian S.,Delic A.,Sargsian S.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,1st Round,5,Zabaleta M.,Blake J.,Blake J.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Berdych T.,Chela J.I.,Chela J.I.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Bjorkman J.,Delgado R.,Bjorkman J.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Clement A.,Carraz G.,Carraz G.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Coria G.,Ulihrach B.,Coria G.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Dent T.,Davydenko N.,Dent T.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Fish M.,Kucera K.,Kucera K.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Lee H.T.,Hewitt L.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Kafelnikov Y.,Carlsen K.,Kafelnikov Y.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Melzer J.,Ferrero J.C.,Ferrero J.C.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Sanguinetti D.,Verdasco F.,Verdasco F.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Srichaphan P.,Hrbaty D.,Srichaphan P.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Stepanek R.,Santoro F.,Stepanek R.
US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Verkerk M.,Martin T.,Martin T.
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Arazi H.,Karlovic I.,Karlovic I.
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Blake J.,Sargsian S.,Blake J.
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Costa A.,Martin A.,Martin A.
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Dupuis A.,Philippoussis M.,Philippoussis M.
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Lisnard J.R.,Federer R.
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Ginepri R.,Ferreira W.,Ginepri R.
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Koubek S.,Gonzalez F.,Gonzalez F.
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Malisse X.,Calleri A.,Malisse X.
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,El Aynaoui Y.,El Aynaoui Y.
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Nalbandian D.,Nieminen J.,Nalbandian D.
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Schalken S.,Burgsmuller L.,Schalken S.
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Schuettler R.,Kiefer N.,Schuettler R.
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Vinciguerra A.,Agassi A.,Agassi A.
US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,van Lottum J.,Tursunov D.,Tursunov D.
US Open,2003-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Enqvist T.,Massu N.,Massu N.
US Open,2003-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Ljubicic I.,Roddick A.,Roddick A.
US Open,2003-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Moodie W.,Moya C.,Moya C.
US Open,2003-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Novak J.,Gambill J.M.,Novak J.
US Open,2003-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Saretta F.,Lapentti N.,Saretta F.
US Open,2003-08-30,Grand Slam,Outdoor,Hard,3rd Round,5,Srichaphan P.,Verdasco F.,Srichaphan P.
US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Agassi A.,Kafelnikov Y.,Agassi A.
US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Bjorkman J.,Kucera K.,Bjorkman J.
US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Carraz G.,Coria G.,Coria G.
US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Chela J.I.,Ferrero J.C.,Ferrero J.C.
US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Gonzalez F.,Dent T.,Dent T.
US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Karlovic I.,Schalken S.,Schalken S.
US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Martin A.,Schuettler R.,Schuettler R.
US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Martin T.,Ginepri R.,Martin T.
US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Moya C.,Massu N.,Moya C.
US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Nalbandian D.,Philippoussis M.,Nalbandian D.
US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Novak J.,El Aynaoui Y.,El Aynaoui Y.
US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Roddick A.,Saretta F.,Roddick A.
US Open,2003-09-01,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Blake J.,Federer R.
US Open,2003-09-01,Grand Slam,Outdoor,Hard,3rd Round,5,Tursunov D.,Malisse X.,Malisse X.
US Open,2003-09-04,Grand Slam,Outdoor,Hard,4th Round,5,Coria G.,Bjorkman J.,Coria G.
US Open,2003-09-04,Grand Slam,Outdoor,Hard,4th Round,5,El Aynaoui Y.,Moya C.,El Aynaoui Y.
US Open,2003-09-04,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Nalbandian D.,Nalbandian D.
US Open,2003-09-04,Grand Slam,Outdoor,Hard,4th Round,5,Hewitt L.,Srichaphan P.,Hewitt L.
US Open,2003-09-04,Grand Slam,Outdoor,Hard,4th Round,5,Malisse X.,Roddick A.,Roddick A.
US Open,2003-09-04,Grand Slam,Outdoor,Hard,4th Round,5,Martin T.,Ferrero J.C.,Ferrero J.C.
US Open,2003-09-04,Grand Slam,Outdoor,Hard,4th Round,5,Schuettler R.,Schalken S.,Schalken S.
US Open,2003-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,5,Agassi A.,Coria G.,Agassi A.
US Open,2003-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,5,El Aynaoui Y.,Nalbandian D.,Nalbandian D.
US Open,2003-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,5,Hewitt L.,Ferrero J.C.,Ferrero J.C.
US Open,2003-09-05,Grand Slam,Outdoor,Hard,Quarterfinals,5,Roddick A.,Schalken S.,Roddick A.
US Open,2003-09-06,Grand Slam,Outdoor,Hard,Semifinals,5,Ferrero J.C.,Agassi A.,Ferrero J.C.
US Open,2003-09-06,Grand Slam,Outdoor,Hard,Semifinals,5,Nalbandian D.,Roddick A.,Roddick A.
US Open,2003-09-07,Grand Slam,Outdoor,Hard,The Final,5,Roddick A.,Ferrero J.C.,Roddick A.
Brasil Open,2003-09-08,International,Outdoor,Clay,1st Round,3,Browne F.,Goldstein P.,Goldstein P.
Brasil Open,2003-09-08,International,Outdoor,Clay,1st Round,3,Moodie W.,Miranda I.,Moodie W.
Open Romania,2003-09-08,International,Outdoor,Clay,1st Round,3,Corretja A.,Sanchez D.,Sanchez D.
Open Romania,2003-09-08,International,Outdoor,Clay,1st Round,3,Mathieu P.H.,Koubek S.,Mathieu P.H.
Open Romania,2003-09-08,International,Outdoor,Clay,1st Round,3,Melzer J.,Beck K.,Melzer J.
Open Romania,2003-09-08,International,Outdoor,Clay,1st Round,3,Mutis O.,Martin A.,Martin A.
Open Romania,2003-09-08,International,Outdoor,Clay,1st Round,3,Squillari F.,Sargsian S.,Sargsian S.
Open Romania,2003-09-08,International,Outdoor,Clay,1st Round,3,van Lottum J.,Montanes A.,van Lottum J.
Open Romania,2003-09-09,International,Outdoor,Clay,1st Round,3,Acasuso J.,Seppi A.,Acasuso J.
Open Romania,2003-09-09,International,Outdoor,Clay,1st Round,3,Behrend T.,Moldovan I.,Moldovan I.
Open Romania,2003-09-09,International,Outdoor,Clay,1st Round,3,Blanco G.,Ferrer D.,Blanco G.
Open Romania,2003-09-09,International,Outdoor,Clay,1st Round,3,Burgsmuller L.,Cermak F.,Cermak F.
Open Romania,2003-09-09,International,Outdoor,Clay,1st Round,3,Davydenko N.,Andreev I.,Andreev I.
Open Romania,2003-09-09,International,Outdoor,Clay,1st Round,3,Hanescu V.,Waske A.,Hanescu V.
Open Romania,2003-09-09,International,Outdoor,Clay,1st Round,3,Horna L.,Massu N.,Massu N.
Open Romania,2003-09-09,International,Outdoor,Clay,1st Round,3,Moraru G.,Portas A.,Portas A.
Open Romania,2003-09-09,International,Outdoor,Clay,1st Round,3,Rochus C.,Vicente F.,Rochus C.
Open Romania,2003-09-09,International,Outdoor,Clay,1st Round,3,Sabau R.,Ramirez-Hidalgo R.,Sabau R.
Brasil Open,2003-09-10,International,Outdoor,Clay,1st Round,3,Canas G.,Spadea V.,Spadea V.
Brasil Open,2003-09-10,International,Outdoor,Clay,1st Round,3,Capdeville P.,Mello R.,Mello R.
Brasil Open,2003-09-10,International,Outdoor,Clay,1st Round,3,Carlsen K.,Ferreiro F.,Carlsen K.
Brasil Open,2003-09-10,International,Outdoor,Clay,1st Round,3,Carraz G.,Popp A.,Carraz G.
Brasil Open,2003-09-10,International,Outdoor,Clay,1st Round,3,Gamonal H.,Quintero M.,Gamonal H.
Brasil Open,2003-09-10,International,Outdoor,Clay,1st Round,3,Larkham T.,Chela J.I.,Chela J.I.
Brasil Open,2003-09-10,International,Outdoor,Clay,1st Round,3,Norman M.,Kuerten G.,Kuerten G.
Brasil Open,2003-09-10,International,Outdoor,Clay,1st Round,3,Saretta F.,Daniel M.,Saretta F.
Brasil Open,2003-09-10,International,Outdoor,Clay,1st Round,3,Saulnier C.,Schalken S.,Schalken S.
Brasil Open,2003-09-10,International,Outdoor,Clay,1st Round,3,Schuettler R.,Sa A.,Schuettler R.
Brasil Open,2003-09-10,International,Outdoor,Clay,1st Round,3,Silva J.,Eschauer W.,Eschauer W.
Brasil Open,2003-09-10,International,Outdoor,Clay,1st Round,3,Taino E.,Gonzalez F.,Taino E.
Brasil Open,2003-09-10,International,Outdoor,Clay,1st Round,3,Vahaly B.,Etlis G.,Etlis G.
Open Romania,2003-09-10,International,Outdoor,Clay,2nd Round,3,Mathieu P.H.,Portas A.,Mathieu P.H.
Open Romania,2003-09-10,International,Outdoor,Clay,2nd Round,3,Melzer J.,Sanchez D.,Sanchez D.
Open Romania,2003-09-10,International,Outdoor,Clay,2nd Round,3,Moldovan I.,Sargsian S.,Sargsian S.
Open Romania,2003-09-10,International,Outdoor,Clay,2nd Round,3,Sabau R.,Martin A.,Sabau R.
Brasil Open,2003-09-11,International,Outdoor,Clay,2nd Round,3,Carlsen K.,Moodie W.,Carlsen K.
Brasil Open,2003-09-11,International,Outdoor,Clay,2nd Round,3,Chela J.I.,Mello R.,Mello R.
Brasil Open,2003-09-11,International,Outdoor,Clay,2nd Round,3,Saretta F.,Delgado R.,Delgado R.
Brasil Open,2003-09-11,International,Outdoor,Clay,2nd Round,3,Schalken S.,Carraz G.,Schalken S.
Brasil Open,2003-09-11,International,Outdoor,Clay,2nd Round,3,Schuettler R.,Goldstein P.,Schuettler R.
Brasil Open,2003-09-11,International,Outdoor,Clay,2nd Round,3,Taino E.,Etlis G.,Etlis G.
Brasil Open,2003-09-12,International,Outdoor,Clay,2nd Round,3,Kuerten G.,Eschauer W.,Kuerten G.
Brasil Open,2003-09-12,International,Outdoor,Clay,Quarterfinals,3,Delgado R.,Schuettler R.,Schuettler R.
Brasil Open,2003-09-12,International,Outdoor,Clay,Quarterfinals,3,Etlis G.,Carlsen K.,Etlis G.
Brasil Open,2003-09-12,International,Outdoor,Clay,Quarterfinals,3,Kuerten G.,Mello R.,Kuerten G.
Brasil Open,2003-09-12,International,Outdoor,Clay,Quarterfinals,3,Spadea V.,Schalken S.,Schalken S.
Open Romania,2003-09-12,International,Outdoor,Clay,2nd Round,3,Acasuso J.,Andreev I.,Acasuso J.
Open Romania,2003-09-12,International,Outdoor,Clay,2nd Round,3,Blanco G.,van Lottum J.,van Lottum J.
Open Romania,2003-09-12,International,Outdoor,Clay,2nd Round,3,Cermak F.,Massu N.,Massu N.
